מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,מי הוסיפ/ה,הערות
בחנים ותרגולים מהמודל,מה יגרום לשחרור של נוירוטרנסמיטרים מוזיקולה סינפטית?,עליה בריכוז +Ca2  בקצה האקסון בתגובה לפוטנציאל פעולה,עליה בריכוז +Ca2 בתוך הוזיקולה הסינפטית,קישור של +Ca2 ל-V-ATPase על גבי הוזיקולה הסינפטית,עליה בריכוז +H  בקצה האקסון בתגובה לפוטנציאל פעולה,עליה בריכוז +H בתוך הוזיקולה הסינפטית,,1,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מה אינו כולל תהליך הבשלה של וזיקולות הפרשה (secretory vesicles) המניצות מה-TGN?,הנצה של וזיקולות,ירידה ב-pH,עיבוד של פוליפפטידים,ירידה בריכוז החומר המופרש,,,4,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,איזה מהחלבונים הבאים אינו מעורב באיחוי של וזיקולות סינפטיות לממברנת התא?,Synaptobrevin,SNAP25,Clathrin,Syntaxin,,,3,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מה קושר synpatotagmin בעת האיחוי של הוזיקולה הסינפטית?,NA+,CL-,Ca2+,Mg2+,,,3,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,"איזה מהמסלולים הבאים הוא ""ברירת מחדל"" (default)?",החזרת חלבונים מהGolgi- ל-ER,מעבר חלבונים המאכלסים את ממברנת הפלסמה (PM) מה-TGN ל- PM,מעבר חלבונים מה-TGN לוזיקולות הפרשה העוברות regulated secretion,מעבר חלבונים מה-Golgi לליזוזום,,,2,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מה נכון לגבי lipid rafts?,קיימים רק בממברנת ה-ER,מתאפיינים בהעדר cholesterol,מכילים רק phosphoglycerides,מכווינים חלבונים ל-apical membrane של תאים פולריים (polar cells),,,4,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,איך מעודד synaptotagmin את איחוי הוזיקולה הסינפטית?,ביקוע פרוטאוליתי של v-SNARE,הגברת הפעילות של משאבת הפרוטונים,ביקוע פרוטאוליתי של t-SNARE,הגברת כיפוף ממברנת הפלסמה,,,4,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,היכן נוצרות וזיקולות המכילות חלבונים המיועדים להפרשה מבוקרת?,CGN,ER,TGN,באותו אברון אשר מייצר וזיקולות מצופות ב-COPII,,,3,אקסוציטוזה ואקסוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מי מהחלבונים הבאים מווסת (positive regulation) באופן ישיר את תהליך ה-uncoating?,קלתרין,AP2,Hsc70,קולטן המכיל את המוטיב YXXϕ,,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מה לא נכון לגבי קומפלקס החלבונים ESCRT?,מתווך יצרת וזיקולות על גבי endosomes,מכיר PIP2 על גבי ממברנת ה-endosome,מתווך שחרור של HIV מתאים,מכיר קולטנים אשר סומנו ב-monoubuquitin,,,2,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מה ההשפעה של GTP שאינו יכול לעבור הידרוליזה על פעילות דינמין?,הגברת שחרור וזיקולות,הצטברות דינמין בצוואר מוארך המחבר וזיקולה לממברנת הפלסמה,מניעת גיוס לממברנה,הצטברות דינמין בוזיקולות שהשתחחרו ועברו uncoating,,,2,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מי מהפעולות הבאות יוצאת דופן?,פאגוציטוזה,פינוציטוזה,הפרשת חלבונים,אנדוציטוזה,,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,"בתהליך האנדוציטוזה, למה תגרום עצירת פירוק GTP?",הצטברות coated pitts על גבי הממברנה,הצטברות וסיקולות עטופות ב clathrin בציטוזול,"הצטברות וסיקולות ""ערומות"" בציטוזול",הגברת מהירות האנדוציטוזה,,,1,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,"בתהליך האנדוציטוזה, למה תגרום פגיעה בחלבון ?dynamin",הצטברות coated pitts על גבי הממברנה,הצטברות וסיקולות עטופות ב clathrin בציטוזול,"הצטברות וסיקולות ""ערומות"" בציטוזול",הגברת מהירות האנדוציטוזה,,,1,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,"בתהליך האנדוציטוזה, למה תגרום עצירת פירוק ATP?",הצטברות coated pitts על גבי הממברנה,הצטברות וסיקולות עטופות ב clathrin בציטוזול,"הצטברות וסיקולות ""ערומות"" בציטוזול",הגברת מהירות האנדוציטוזה,,,2,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,"חומר מסוים מעלה את ה PH בליזוזומים. אם חלבון מסוים מתפרק בליזוזום, כיצד ישפיע החומר על החלבון?",החלבון יתפרק במהירות רבה יותר,החלבון יופרש במהירות מן התא,החלבון יתפרק לאט יותר,החלבון ימצא בציטוזול,,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,"חומר מסוים גורם לעצירת פירוק ATP בליזוזומים. אם החלבון X מתפרק בליזוזומים, כיצד ישפיע הטיפול בחומר זה על החלבון?",החלבון יתפרק במהירות רבה יותר,החלבון יופרש במהירות מן התא,החלבון יתפרק לאט יותר,החלבון ימצא בציטוזול,,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,חלבון מסוים מיועד להפרשה. מה יקרה לחלבון אם נוסיף לו mannose 6 phosphate?,הוא יגיע לציטוזול,הוא יגיע לממברנה ולהפרשה,הוא ייגיע לליזוזום,"הוא יתפרק ע""י הפרוטאוזום",,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,המבנה המרחבי של הקלתרין כטרימר מאפשר:,קישור קלתרין לרצפטור שעובר אנדוציטוזה,הגנה על הוזיקולה מפני התפוצצות בציטוזול,כיפוף הממברנה הפלסמטית ליצירת מבנה הוזיקולה,אף תשובה לא נכונה,,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,למה תגרום מוטציה הגורמת לכך שרצפטורים ל-LDL יגיעו לאנדוזום המאוחר?,"לא תהיה שום בעיה, רצפטורי LDL תמיד מגיעים לאנדוזום המאוחר ומשם עוברים מיחזור חזרה לממברנה הפלסמטית",הצטברות של כולסטרול בליזוזום,כניסה מוגברת של כולסטרול והצטברות כולסטרול בתא,רצפטורים ל-LDL יפורקו בליזוזום ותהיה הצטברות של כולסטרול בדם,,,4,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,סמן את המשפט השגוי (תיתכן יותר מתשובה אחת נכונה):,פינוציטוזה הוא סוג של אנדוציטוזה לא ספציפית המתרחשת רק בתאים המתמחים בכך.,באנדוציטוזה מתווכת רצפטור יש הכנסה סלקטיבית של רצפטורים וליגנדים מסויימים.,באנדוציטוזה מתווכת רצפטור יש הכנסה סלקטיבית של כל הרצפטורים שאינם קושרים את הליגנד שלהם.,פאגוציטוזה הוא סוג של אנדוציטוזה ספציפית המתרחשת רק בתאים המתמחים בכך.,ב + ג,א + ג,6,אנדוציטוזה וליזוזומים,TRUE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,חלבון מסוים מיועד להגיע מה- ER לליזוזום. מה יקרה לחלבון אם נפגע באנזים המוסיף לו פוספאט ליצירת mannose 6 phosphate?,הוא יגיע לציטוזול,הוא יגיע לממברנה ולהפרשה,הוא יתפרק בליזוזום,"הוא יתפרק ע""י הפרוטאוזום",,,2,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מהי הדרך היעילה ביותר להגברת הכנסת ברזל אל תוך התא?,פירוק של אפוטרנספרין (Apotransferrin) ומחזור של הרצפטור לטרנספרין מהאנדוזום לממברנת התא,מחזור של הקומפלקס אפוטרנספרין (Apotransferrin) + רצפטור לטרנספרין מהאנדוזום לממברנת התא,מחזור של הקומפלקס פרוטרנספרין (Ferrotransferrin) + רצפטור לטרנספרין מהאנדוזום לממברנת התא,יצירה מחדש של הרצפטור לטרנספרין על גבי ממברנת התא ומחזור של פרוטרנספרין (Ferrotransferrin) מהאנדוזום לממברנת התא,,,2,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,איזה מהמתחמים מולקולארים (molecular domains) אינו נכלל בדינמין?,Domain המתווך קשרים בין חלבוני דינמין,Domain המכיר את הליפיד PIP2,GTPase domain,ATPase domain,,,4,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,למה תגרום מוטציה במוטיב ההכרה YXXØ?,"PI(4,5)P2 לא יימצא בממברנת הפלזמה","AP2 לא יוכל להקשר ל- PI(4,5)P2",AP2 לא יוכל להקשר לרצפטור (cargo receptor),הליגנד (cargo) לא ייקשר לרצפטור (cargo receptor),,,3,אנדוציטוזה וליזוזומים,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מה לא נכון לגבי תהליך האוטופגיה באדם?,מתרחש רק בתגובה לתנאי הרעבה,בעל תפקידים בתהליכים פיזיולוגיים ופתולוגיים מגוונים,יכול להיות סלקטיבי,יכול להיות לא סלקטיבי,,,1,אוטופאגיה,FALSE,,נדב ק,בוחן 3
בחנים ותרגולים מהמודל,מי מהבאים מתאר באופן הנכון ביותר את שלבי תהליך האוטופגיה?,אקטיבציה> יצירה של phagophore> איחוי עם הליזוזום> פירוק ומחזור אבני בניין,יצירה של phagophore> אקטיבציה> יצירה של autophagosome> איחוי עם הליזוזום> פירוק ומחזור אבני בניין,אקטיבציה> יצירה של phagophore> יצירה של autophagosome> פירוק ומחזור אבני בניין,אקטיבציה> יצירה של phagophore> יצירה של autophagosome> איחוי עם הליזוזום> פירוק ומחזור של אבני בניין,,,4,אוטופאגיה,FALSE,,נדב ק,בוחן 3
